flight_number,scheduled_departure_date_local,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,ground_time_outlier,departure_delay,arrival_delay,is_delayed,carrier_express,ground_time_pressure,total_pax,lap_child_count,is_child,pax_load_ratio,child_ratio,transfer_ratio,special_req_count,departure_delay_norm,arrival_delay_norm,total_seats_norm,scheduled_ground_time_minutes_norm,actual_ground_time_minutes_norm,minimum_turn_minutes_norm,ground_time_pressure_norm,total_pax_norm,lap_child_count_norm,pax_load_ratio_norm,child_ratio_norm,transfer_ratio_norm,special_req_count_norm,difficulty_score,ground_time_gap,daily_rank,difficulty_class
2616,2025-08-11,PDX,2025-08-11 12:46:00+00:00,2025-08-11 15:14:00+00:00,2025-08-11 12:47:00+00:00,2025-08-11 14:59:00+00:00,166,B737-800,57.0,86,51,False,1.0,-15.0,1,0,0.8947368421052632,208,1,9,1.2530120481927711,0.04807692307692308,0.28431372549019607,98,0.021276595744680854,0.04599056603773585,0.16806722689075626,0.34487951807228917,0.0025505611234471585,0.07142857142857145,0.4473684210526316,0.3807692307692308,0.14285714285714285,0.6464113217305117,0.34208579881656803,0.28431372549019607,0.45454545454545453,0.2204121942964536,-29.0,79.0,Difficult
592,2025-08-09,JAC,2025-08-09 16:50:00+00:00,2025-08-09 19:05:00+00:00,2025-08-09 17:00:00+00:00,2025-08-09 19:26:00+00:00,126,B737-700,224.0,241,43,False,10.0,21.0,1,0,0.19196428571428573,159,2,10,1.2619047619047619,0.07547169811320754,0.7168141592920354,52,0.03191489361702128,0.08844339622641509,0.0,0.8478915662650603,0.007201584348556683,0.0,0.09598214285714286,0.2865384615384616,0.2857142857142857,0.6513091751540848,0.537010159651669,0.7168141592920354,0.23444976076555024,0.18125317780564806,-17.0,205.0,Easy
907,2025-08-02,FRA,2025-08-02 18:25:00+00:00,2025-08-03 09:55:00+00:00,2025-08-02 18:31:00+00:00,2025-08-03 09:39:00+00:00,318,B787-10,185.0,181,155,False,6.0,-16.0,1,0,0.8378378378378378,412,3,27,1.2955974842767295,0.07281553398058252,0.5324232081911263,135,0.027186761229314422,0.044811320754716985,0.8067226890756302,0.730421686746988,0.005401188261417512,1.0,0.4189189189189189,0.7730769230769231,0.42857142857142855,0.6698661669749876,0.5181105302464525,0.5324232081911263,0.631578947368421,0.2882109783957012,4.0,14.0,Difficult
343,2025-08-07,SFO,2025-08-07 10:53:00+00:00,2025-08-07 13:40:00+00:00,2025-08-07 10:56:00+00:00,2025-08-07 13:20:00+00:00,200,A321-2NX,75.0,64,62,False,3.0,-20.0,1,0,0.8266666666666667,233,0,8,1.165,0.034334763948497854,0.2782608695652174,104,0.02364066193853428,0.040094339622641514,0.31092436974789917,0.3990963855421687,0.0018904158914961292,0.1696428571428571,0.41333333333333333,0.4288461538461539,0.0,0.5979367924115925,0.24430505117200393,0.2782608695652174,0.4832535885167464,0.21876424108539147,11.0,103.0,Medium
1077,2025-08-11,DCA,2025-08-11 06:00:00+00:00,2025-08-11 08:57:00+00:00,2025-08-11 05:55:00+00:00,2025-08-11 08:40:00+00:00,166,B737-800,274.5,358,51,True,-5.0,-17.0,0,0,0.18579234972677597,175,1,3,1.0542168674698795,0.022857142857142857,0.46464646464646464,6,0.014184397163120569,0.04363207547169812,0.16806722689075626,1.0,0.010712356718478066,0.07142857142857145,0.09289617486338798,0.31730769230769235,0.14285714285714285,0.5369205984228912,0.16263736263736261,0.46464646464646464,0.014354066985645932,0.0871707686623407,-83.5,300.0,Easy
286,2025-08-12,CLE,2025-08-12 07:33:00+00:00,2025-08-12 09:59:00+00:00,2025-08-12 07:28:00+00:00,2025-08-12 09:46:00+00:00,179,B737-900,274.5,703,56,True,-5.0,-13.0,0,0,0.2040072859744991,175,0,4,0.9776536312849162,0.022857142857142857,0.7692307692307693,51,0.014184397163120569,0.04834905660377359,0.2226890756302521,1.0,0.021064634219528297,0.1160714285714286,0.10200364298724955,0.31730769230769235,0.0,0.494751748664158,0.16263736263736261,0.7692307692307693,0.22966507177033493,0.16621806283210122,-428.5,224.0,Easy
1577,2025-08-13,SFO,2025-08-13 14:40:00+00:00,2025-08-13 17:26:00+00:00,2025-08-13 14:39:00+00:00,2025-08-13 16:48:00+00:00,234,B757-300,123.0,137,66,False,-1.0,-38.0,0,0,0.5365853658536586,275,1,12,1.1752136752136753,0.04727272727272727,0.477124183006536,88,0.018912529550827423,0.01886792452830189,0.45378151260504196,0.5436746987951807,0.004080897797515454,0.2053571428571429,0.2682926829268293,0.5096153846153846,0.14285714285714285,0.6035621938056698,0.33636363636363636,0.477124183006536,0.4066985645933014,0.20364839699073106,-14.0,145.0,Medium
1564,2025-08-11,MSP,2025-08-11 20:05:00+00:00,2025-08-11 21:43:00+00:00,2025-08-11 20:14:00+00:00,2025-08-11 21:35:00+00:00,166,B737-800,100.0,123,51,False,9.0,-8.0,1,0,0.51,165,0,1,0.9939759036144579,0.006060606060606061,0.7444444444444445,58,0.030732860520094565,0.054245283018867926,0.16806722689075626,0.4743975903614458,0.0036608053771829806,0.07142857142857145,0.255,0.29807692307692313,0.0,0.503741591359976,0.04312354312354312,0.7444444444444445,0.2631578947368421,0.19800275869777187,-23.0,142.0,Medium
2691,2025-08-05,EWR,2025-08-05 08:47:00+00:00,2025-08-05 12:11:00+00:00,2025-08-05 08:40:00+00:00,2025-08-05 12:09:00+00:00,179,B737-MAX9,274.5,564,56,True,-7.0,-2.0,0,0,0.2040072859744991,201,0,9,1.1229050279329609,0.04477611940298507,0.0975609756097561,30,0.011820330969267141,0.06132075471698113,0.2226890756302521,1.0,0.016893716617655884,0.1160714285714286,0.10200364298724955,0.36730769230769234,0.0,0.5747520807778689,0.31859931113662454,0.0975609756097561,0.1291866028708134,0.07552081755722351,-289.5,292.0,Easy
2099,2025-08-03,IAH,2025-08-03 09:46:00+00:00,2025-08-03 12:40:00+00:00,2025-08-03 09:45:00+00:00,2025-08-03 12:20:00+00:00,179,B737-900,67.0,63,56,False,-1.0,-20.0,0,0,0.835820895522388,226,1,9,1.2625698324022345,0.04424778761061947,0.2975206611570248,141,0.018912529550827423,0.040094339622641514,0.2226890756302521,0.375,0.0018604092900438097,0.1160714285714286,0.417910447761194,0.4153846153846154,0.14285714285714285,0.6516754770410523,0.31484002722940774,0.2975206611570248,0.6602870813397129,0.25880472168286295,4.0,28.0,Difficult
2113,2025-08-08,FSD,2025-08-08 20:30:00+00:00,2025-08-08 22:22:00+00:00,2025-08-08 21:27:00+00:00,2025-08-08 23:01:00+00:00,179,B737-900,274.5,397,56,True,57.0,39.0,1,0,0.2040072859744991,209,2,10,1.1675977653631284,0.05741626794258373,0.9560439560439561,103,0.08747044917257683,0.1096698113207547,0.2226890756302521,1.0,0.011882614175118527,0.1160714285714286,0.10200364298724955,0.3826923076923077,0.2857142857142857,0.5993675675820876,0.40853882959146115,0.9560439560439561,0.47846889952153104,0.2828353743584742,-122.5,18.0,Difficult
1657,2025-08-10,LGA,2025-08-10 07:00:00+00:00,2025-08-10 10:18:00+00:00,2025-08-10 07:02:00+00:00,2025-08-10 10:15:00+00:00,166,B737-800,82.0,74,60,False,2.0,-3.0,1,0,0.7317073170731707,167,2,5,1.0060240963855422,0.041916167664670656,0.17543859649122806,25,0.022458628841607566,0.060141509433962265,0.16806722689075626,0.42018072289156627,0.0021904819060193244,0.1517857142857143,0.36585365853658536,0.30192307692307696,0.2857142857142857,0.510377392772559,0.29824965453707963,0.17543859649122806,0.10526315789473684,0.1210033556092121,8.0,276.0,Easy
1485,2025-08-04,SEA,2025-08-04 13:40:00+00:00,2025-08-04 16:20:00+00:00,2025-08-04 13:39:00+00:00,2025-08-04 15:50:00+00:00,179,B737-900,67.0,84,56,False,-1.0,-30.0,0,0,0.835820895522388,215,3,8,1.2011173184357542,0.05116279069767442,0.45614035087719296,78,0.018912529550827423,0.02830188679245283,0.2226890756302521,0.375,0.0024905479205425195,0.1160714285714286,0.417910447761194,0.3942307692307693,0.42857142857142855,0.6178291826852517,0.36404293381037567,0.45614035087719296,0.3588516746411483,0.21393581301544898,-17.0,81.0,Difficult
1198,2025-08-05,CUN,2025-08-05 09:21:00+00:00,2025-08-05 13:14:00+00:00,2025-08-05 09:23:00+00:00,2025-08-05 13:20:00+00:00,179,B737-MAX9,203.0,202,70,False,2.0,6.0,1,0,0.3448275862068966,281,2,21,1.5698324022346368,0.08185053380782918,0.13821138211382114,36,0.022458628841607566,0.07075471698113207,0.2226890756302521,0.7846385542168676,0.006031326891916222,0.2410714285714286,0.1724137931034483,0.5211538461538462,0.2857142857142857,0.8209069488200561,0.582398029017246,0.13821138211382114,0.15789473684210525,0.11199618634872588,1.0,273.0,Easy
2657,2025-08-10,IAH,2025-08-10 12:45:00+00:00,2025-08-10 15:40:00+00:00,2025-08-10 12:35:00+00:00,2025-08-10 15:19:00+00:00,179,B737-MAX9,94.0,106,56,False,-10.0,-21.0,0,0,0.5957446808510638,187,0,3,1.0446927374301676,0.016042780748663103,0.1111111111111111,88,0.008274231678487,0.03891509433962265,0.2226890756302521,0.4563253012048193,0.003150693152493549,0.1160714285714286,0.2978723404255319,0.3403846153846154,0.0,0.5316749788704861,0.11415055532702592,0.1111111111111111,0.4066985645933014,0.15577598721495006,-12.0,244.0,Easy
1848,2025-08-12,ATL,2025-08-12 10:35:00+00:00,2025-08-12 13:42:00+00:00,2025-08-12 10:28:00+00:00,2025-08-12 13:22:00+00:00,126,B737-700,70.0,61,43,False,-7.0,-20.0,0,0,0.6142857142857143,116,0,0,0.9206349206349206,0.0,0.2,78,0.011820330969267141,0.040094339622641514,0.0,0.38403614457831325,0.0018003960871391706,0.0,0.30714285714285716,0.20384615384615384,0.0,0.4633474668881408,0.0,0.2,0.3588516746411483,0.15468545309458473,9.0,240.0,Easy
1851,2025-08-15,ALB,2025-08-15 09:00:00+00:00,2025-08-15 12:11:00+00:00,2025-08-15 10:25:00+00:00,2025-08-15 13:10:00+00:00,126,A319-100,-49.0,50,43,False,85.0,59.0,1,0,0.0,136,0,3,1.0793650793650793,0.022058823529411766,0.4868421052631579,62,0.12056737588652482,0.13325471698113206,0.0,0.02560240963855423,0.001470323471163656,0.0,0.0,0.24230769230769234,0.0,0.5507715172443939,0.15695701357466063,0.4868421052631579,0.2822966507177033,0.18491758505656586,-99.0,192.0,Medium
1097,2025-08-13,DCA,2025-08-13 11:15:00+00:00,2025-08-13 14:13:00+00:00,2025-08-13 11:07:00+00:00,2025-08-13 14:11:00+00:00,166,B737-800,80.0,87,60,False,-8.0,-2.0,0,0,0.75,114,0,7,0.6867469879518072,0.06140350877192982,0.37777777777777777,32,0.010638297872340427,0.06132075471698113,0.16806722689075626,0.41415662650602414,0.0025805677248994783,0.1517857142857143,0.375,0.2,0.0,0.33452865533910786,0.4369095816464237,0.37777777777777777,0.13875598086124402,0.14631655566965332,-7.0,248.0,Easy
602,2025-08-05,PHX,2025-08-05 20:05:00+00:00,2025-08-05 21:55:00+00:00,2025-08-05 20:09:00+00:00,2025-08-05 21:49:00+00:00,179,B737-900,85.0,74,56,False,4.0,-6.0,1,0,0.6588235294117647,216,2,13,1.2067039106145252,0.06944444444444445,0.5132743362831859,58,0.024822695035460994,0.05660377358490566,0.2226890756302521,0.4292168674698795,0.0021904819060193244,0.1160714285714286,0.32941176470588235,0.3961538461538462,0.2857142857142857,0.620906118535779,0.49412393162393164,0.5132743362831859,0.2631578947368421,0.1936338112179706,11.0,146.0,Medium
349,2025-08-05,BTV,2025-08-05 18:35:00+00:00,2025-08-05 21:52:00+00:00,2025-08-05 18:43:00+00:00,2025-08-05 21:50:00+00:00,166,B737-800,90.0,62,51,False,8.0,-2.0,1,0,0.5666666666666667,209,1,11,1.2590361445783131,0.05741626794258373,0.8585858585858586,41,0.02955082742316785,0.06132075471698113,0.16806722689075626,0.444277108433735,0.00183040268859149,0.07142857142857145,0.2833333333333333,0.3826923076923077,0.14285714285714285,0.6497292224368031,0.40853882959146115,0.8585858585858586,0.18181818181818182,0.2085387581875455,28.0,110.0,Medium
1100,2025-08-14,PDX,2025-08-14 07:10:00+00:00,2025-08-14 09:42:00+00:00,2025-08-14 07:06:00+00:00,2025-08-14 09:34:00+00:00,179,B737-MAX9,274.5,344,56,True,-4.0,-8.0,0,0,0.2040072859744991,145,1,5,0.8100558659217877,0.041379310344827586,0.14285714285714285,36,0.015366430260047283,0.054245283018867926,0.2226890756302521,1.0,0.010292264298145592,0.1160714285714286,0.10200364298724955,0.25961538461538464,0.14285714285714285,0.4024436731483378,0.29442970822281167,0.14285714285714285,0.15789473684210525,0.08487315428918249,-69.5,301.0,Easy
580,2025-08-08,PDX,2025-08-08 16:13:00+00:00,2025-08-08 18:45:00+00:00,2025-08-08 16:13:00+00:00,2025-08-08 18:18:00+00:00,179,B737-900,78.0,91,56,False,0.0,-27.0,0,0,0.717948717948718,230,3,14,1.2849162011173185,0.07391304347826087,0.575,137,0.02009456264775414,0.031839622641509434,0.2226890756302521,0.40813253012048195,0.002700594130708756,0.1160714285714286,0.358974358974359,0.42307692307692313,0.42857142857142855,0.6639832204431618,0.5259197324414716,0.575,0.6411483253588517,0.28279003792593627,-13.0,19.0,Difficult
1477,2025-08-02,PHX,2025-08-02 07:30:00+00:00,2025-08-02 09:20:00+00:00,2025-08-02 07:28:00+00:00,2025-08-02 09:20:00+00:00,179,B737-MAX9,92.0,103,62,False,-2.0,0.0,0,0,0.6739130434782609,96,0,4,0.5363128491620112,0.041666666666666664,0.18518518518518517,43,0.01773049645390071,0.06367924528301887,0.2226890756302521,0.45030120481927716,0.00306067334813659,0.1696428571428571,0.33695652173913043,0.1653846153846154,0.0,0.25167381647249815,0.2964743589743589,0.18518518518518517,0.19138755980861244,0.12933479720095234,-11.0,259.0,Easy
219,2025-08-10,HNL,2025-08-10 09:30:00+00:00,2025-08-10 13:30:00+00:00,2025-08-10 10:02:00+00:00,2025-08-10 14:08:00+00:00,318,B787-10,165.0,199,155,False,32.0,38.0,1,0,0.9393939393939394,357,1,11,1.1226415094339623,0.03361344537815126,0.5654952076677316,93,0.057919621749408984,0.10849056603773585,0.8067226890756302,0.6701807228915663,0.0059413070875592635,1.0,0.4696969696969697,0.6673076923076923,0.14285714285714285,0.5746069422943535,0.23917259211376857,0.5654952076677316,0.43062200956937796,0.2639399071919976,-34.0,34.0,Difficult
987,2025-08-10,CDG,2025-08-10 18:00:00+00:00,2025-08-11 09:20:00+00:00,2025-08-10 18:15:00+00:00,2025-08-11 09:31:00+00:00,318,B787-10,274.5,302,155,True,15.0,11.0,1,0,0.5646630236794171,314,2,17,0.9874213836477987,0.06050955414012739,0.3081395348837209,90,0.037825059101654845,0.07665094339622641,0.8067226890756302,1.0,0.009031987037148173,1.0,0.28233151183970856,0.5846153846153846,0.2857142857142857,0.5001315484531305,0.43054875061244485,0.3081395348837209,0.416267942583732,0.19919603777006173,-27.5,153.0,Medium
482,2025-08-01,CHS,2025-08-01 07:00:00+00:00,2025-08-01 10:23:00+00:00,2025-08-01 06:58:00+00:00,2025-08-01 10:08:00+00:00,166,B737-MAX8,72.0,55,57,False,-2.0,-15.0,0,0,0.7916666666666666,179,1,4,1.0783132530120483,0.027932960893854747,0.26666666666666666,28,0.01773049645390071,0.04599056603773585,0.16806722689075626,0.39006024096385544,0.0016203564784252535,0.125,0.3958333333333333,0.325,0.14285714285714285,0.5501922012480573,0.19875376020627414,0.26666666666666666,0.11961722488038279,0.13416527261648878,17.0,271.0,Easy
953,2025-08-06,MUC,2025-08-06 18:00:00+00:00,2025-08-07 09:40:00+00:00,2025-08-06 20:22:00+00:00,2025-08-07 12:03:00+00:00,243,B787-8,274.5,1824,150,True,142.0,143.0,1,0,0.546448087431694,210,1,9,0.8641975308641975,0.047619047619047616,0.47794117647058826,89,0.1879432624113475,0.232311320754717,0.4915966386554621,1.0,0.05470203444757847,0.9553571428571428,0.273224043715847,0.38461538461538464,0.14285714285714285,0.4322633600948065,0.3388278388278388,0.47794117647058826,0.41148325358851673,0.2865138180473362,-1549.5,60.0,Difficult
2147,2025-08-02,ALB,2025-08-02 18:35:00+00:00,2025-08-02 21:47:00+00:00,2025-08-02 19:48:00+00:00,2025-08-02 22:38:00+00:00,126,B737-700,19.0,49,43,False,73.0,51.0,1,0,2.0,137,1,6,1.0873015873015872,0.051094890510948905,0.81,40,0.10638297872340426,0.12382075471698113,0.0,0.23042168674698799,0.0014403168697113364,0.0,1.0,0.24423076923076925,0.14285714285714285,0.5551427197622065,0.36355979786636716,0.81,0.17703349282296652,0.3414010168135256,-30.0,4.0,Difficult
881,2025-08-02,HND,2025-08-02 12:50:00+00:00,2025-08-03 15:55:00+00:00,2025-08-02 12:50:00+00:00,2025-08-03 15:48:00+00:00,318,B787-10,274.5,1249,155,True,0.0,-7.0,0,0,0.5646630236794171,389,1,22,1.2232704402515724,0.05912596401028278,0.6985507246376812,93,0.02009456264775414,0.055424528301886794,0.8067226890756302,1.0,0.03744823861249475,1.0,0.28233151183970856,0.7288461538461538,0.14285714285714285,0.6300304911994498,0.42070397468855053,0.6985507246376812,0.43062200956937796,0.2381016808805363,-974.5,69.0,Difficult
1301,2025-08-01,ICT,2025-08-01 20:00:00+00:00,2025-08-01 22:03:00+00:00,2025-08-01 21:42:00+00:00,2025-08-01 23:37:00+00:00,126,B737-700,65.0,63,43,False,102.0,94.0,1,0,0.6615384615384615,149,1,9,1.1825396825396826,0.06711409395973154,0.9078947368421053,37,0.14066193853427894,0.17452830188679244,0.0,0.36897590361445787,0.0018604092900438097,0.0,0.33076923076923076,0.26730769230769236,0.14285714285714285,0.6075971499759584,0.47754259163655133,0.9078947368421053,0.16267942583732056,0.2729242846955024,2.0,33.0,Difficult
611,2025-08-10,SFO,2025-08-10 10:41:00+00:00,2025-08-10 09:42:00+00:00,2025-08-10 10:41:00+00:00,2025-08-10 12:03:00+00:00,234,B757-300,274.5,496,66,True,0.0,141.0,0,0,0.24043715846994534,276,0,13,1.1794871794871795,0.04710144927536232,0.09361702127659574,48,0.02009456264775414,0.22995283018867924,0.45378151260504196,1.0,0.014853267718898158,0.2053571428571429,0.12021857923497267,0.5115384615384615,0.0,0.6059159182383381,0.3351449275362319,0.09361702127659574,0.21531100478468898,0.10072964799844428,-221.5,295.0,Easy
2211,2025-08-14,SEA,2025-08-14 19:59:00+00:00,2025-08-14 22:42:00+00:00,2025-08-15 00:29:00+00:00,2025-08-15 03:34:00+00:00,166,B737-MAX8,79.0,46,51,False,270.0,292.0,1,0,0.6455696202531646,150,0,4,0.9036144578313253,0.02666666666666667,0.625,87,0.3392434988179669,0.4080188679245283,0.16806722689075626,0.411144578313253,0.001350297065354378,0.07142857142857145,0.3227848101265823,0.2692307692307693,0.0,0.45397308076560294,0.18974358974358974,0.625,0.4019138755980861,0.3794217058859696,33.0,6.0,Difficult
660,2025-08-13,SAN,2025-08-13 09:05:00+00:00,2025-08-13 11:33:00+00:00,2025-08-13 08:59:00+00:00,2025-08-13 11:14:00+00:00,200,A321-2NX,87.0,101,62,False,-6.0,-19.0,0,0,0.7126436781609196,203,1,14,1.015,0.07389162561576355,0.22058823529411764,55,0.013002364066193855,0.04127358490566038,0.31092436974789917,0.43524096385542177,0.0030006601452319515,0.1696428571428571,0.3563218390804598,0.37115384615384617,0.14285714285714285,0.5153210648249333,0.5257673361121638,0.22058823529411764,0.24880382775119617,0.15564437336702322,-14.0,236.0,Easy
1643,2025-08-14,SEA,2025-08-14 07:10:00+00:00,2025-08-14 09:50:00+00:00,2025-08-14 08:28:00+00:00,2025-08-14 10:52:00+00:00,179,B737-900,-24.0,73,56,False,78.0,62.0,1,0,0.0,202,2,9,1.1284916201117319,0.054455445544554455,0.05263157894736842,58,0.11229314420803782,0.13679245283018868,0.2226890756302521,0.10090361445783133,0.002160475304567005,0.1160714285714286,0.0,0.36923076923076925,0.2857142857142857,0.5778290166283963,0.3874714394516374,0.05263157894736842,0.2631578947368421,0.13535910526220868,-97.0,266.0,Easy
286,2025-08-02,CLE,2025-08-02 07:10:00+00:00,2025-08-02 09:36:00+00:00,2025-08-02 07:06:00+00:00,2025-08-02 09:35:00+00:00,179,B737-900,274.5,1247,56,True,-4.0,-1.0,0,0,0.2040072859744991,112,1,3,0.6256983240223464,0.03571428571428571,0.7014925373134329,51,0.015366430260047283,0.0625,0.2226890756302521,1.0,0.037388225409590116,0.1160714285714286,0.10200364298724955,0.19615384615384618,0.14285714285714285,0.30090479008093557,0.2541208791208791,0.7014925373134329,0.22966507177033493,0.15854107886261098,-972.5,226.0,Easy
1324,2025-08-02,SFO,2025-08-02 19:48:00+00:00,2025-08-02 22:38:00+00:00,2025-08-02 19:55:00+00:00,2025-08-02 22:16:00+00:00,200,A321-2NX,84.0,106,62,False,7.0,-22.0,1,0,0.7380952380952381,215,0,10,1.075,0.046511627906976744,0.49404761904761907,78,0.028368794326241134,0.03773584905660378,0.31092436974789917,0.4262048192771085,0.003150693152493549,0.1696428571428571,0.36904761904761907,0.3942307692307693,0.0,0.548367355859597,0.33094812164579607,0.49404761904761907,0.3588516746411483,0.2137633462645555,-22.0,116.0,Medium
2133,2025-08-15,EWR,2025-08-15 15:40:00+00:00,2025-08-15 19:14:00+00:00,2025-08-15 16:59:00+00:00,2025-08-15 20:34:00+00:00,176,B757-200,95.0,160,122,False,79.0,80.0,1,0,1.2842105263157895,160,1,2,0.9090909090909091,0.01875,0.2,91,0.11347517730496454,0.1580188679245283,0.2100840336134453,0.4593373493975904,0.004771049630918803,0.7053571428571428,0.6421052631578947,0.2884615384615385,0.14285714285714285,0.45698935413495884,0.13341346153846154,0.2,0.42105263157894735,0.26978133222033346,-65.0,30.0,Difficult
466,2025-08-05,DCA,2025-08-05 10:00:00+00:00,2025-08-05 12:58:00+00:00,2025-08-05 09:56:00+00:00,2025-08-05 12:48:00+00:00,126,A319-100,121.0,120,51,False,-4.0,-10.0,0,0,0.4214876033057851,89,2,3,0.7063492063492064,0.056179775280898875,0.0,22,0.015366430260047283,0.05188679245283019,0.0,0.5376506024096386,0.0035707855728260222,0.07142857142857145,0.21074380165289255,0.15192307692307694,0.2857142857142857,0.34532499890719937,0.39974070872947276,0.0,0.09090909090909091,0.07266094565741234,1.0,294.0,Easy
1492,2025-08-02,CMH,2025-08-02 21:20:00+00:00,2025-08-02 23:48:00+00:00,2025-08-02 21:30:00+00:00,2025-08-02 23:42:00+00:00,166,B737-800,180.0,169,114,False,10.0,-6.0,1,0,0.6333333333333333,150,2,6,0.9036144578313253,0.05333333333333334,0.8292682926829268,100,0.03191489361702128,0.05660377358490566,0.16806722689075626,0.7153614457831327,0.0050411090439896784,0.6339285714285714,0.31666666666666665,0.2692307692307693,0.2857142857142857,0.45397308076560294,0.37948717948717947,0.8292682926829268,0.46411483253588515,0.26641418932507166,11.0,24.0,Difficult
1387,2025-08-07,SFO,2025-08-07 08:50:00+00:00,2025-08-07 11:29:00+00:00,2025-08-07 13:26:00+00:00,2025-08-07 16:16:00+00:00,364,B777-2HD,274.5,92,87,True,276.0,287.0,1,0,0.31693989071038253,426,3,18,1.1703296703296704,0.04929577464788732,0.21266968325791855,83,0.3463356973995272,0.40212264150943394,0.9999999999999999,1.0,0.002730600732161076,0.3928571428571428,0.15846994535519127,0.8,0.42857142857142855,0.6008722230254774,0.35075839653304436,0.21266968325791855,0.3827751196172248,0.3162750428528229,182.5,14.0,Difficult
2418,2025-08-08,PHL,2025-08-08 07:35:00+00:00,2025-08-08 10:47:00+00:00,2025-08-08 07:28:00+00:00,2025-08-08 10:42:00+00:00,150,A320-200,67.0,84,52,False,-7.0,-5.0,0,0,0.7761194029850746,173,1,7,1.1533333333333333,0.046242774566473986,0.5,40,0.011820330969267141,0.05778301886792453,0.10084033613445376,0.375,0.0024905479205425195,0.08035714285714285,0.3880597014925373,0.3134615384615385,0.14285714285714285,0.5915111247104078,0.32903512672298796,0.5,0.17703349282296652,0.17163634343875483,-17.0,211.0,Easy
912,2025-08-05,KEF,2025-08-05 21:10:00+00:00,2025-08-06 08:30:00+00:00,2025-08-05 21:07:00+00:00,2025-08-06 08:32:00+00:00,176,B757-200,150.0,171,75,False,-3.0,2.0,0,0,0.5,172,0,2,0.9772727272727273,0.011627906976744186,0.7038834951456311,76,0.016548463356974,0.0660377358490566,0.2100840336134453,0.625,0.005101122246894317,0.2857142857142857,0.25,0.3115384615384616,0.0,0.4945419575834403,0.08273703041144902,0.7038834951456311,0.3492822966507177,0.20463119374598399,-21.0,127.0,Medium
445,2025-08-07,ANC,2025-08-07 15:50:00+00:00,2025-08-07 19:35:00+00:00,2025-08-07 15:57:00+00:00,2025-08-07 19:36:00+00:00,179,B737-MAX9,68.0,102,56,False,7.0,1.0,1,0,0.8235294117647058,179,0,6,1.0,0.0335195530726257,0.6106870229007634,86,0.028368794326241134,0.06485849056603774,0.2226890756302521,0.3780120481927711,0.003030666746684271,0.1160714285714286,0.4117647058823529,0.325,0.0,0.5070594920662674,0.238504512247529,0.6106870229007634,0.3971291866028708,0.23777144299938535,-34.0,66.0,Difficult
1448,2025-08-14,BUF,2025-08-14 14:10:00+00:00,2025-08-14 16:55:00+00:00,2025-08-14 14:11:00+00:00,2025-08-14 16:37:00+00:00,126,B737-700,74.0,49,43,False,1.0,-18.0,1,0,0.581081081081081,129,0,3,1.0238095238095237,0.023255813953488372,0.5211267605633803,78,0.021276595744680854,0.04245283018867925,0.0,0.39608433734939763,0.0014403168697113364,0.0,0.2905405405405405,0.22884615384615387,0.0,0.5201730996197054,0.16547406082289803,0.5211267605633803,0.3588516746411483,0.19726395203567967,25.0,158.0,Medium
1842,2025-08-14,SAN,2025-08-14 20:20:00+00:00,2025-08-14 22:44:00+00:00,2025-08-14 20:29:00+00:00,2025-08-14 22:38:00+00:00,200,A321-2NX,85.0,101,62,False,9.0,-6.0,1,0,0.7294117647058823,178,0,2,0.89,0.011235955056179775,0.5714285714285714,61,0.030732860520094565,0.05660377358490566,0.31092436974789917,0.4292168674698795,0.0030006601452319515,0.1696428571428571,0.36470588235294116,0.3230769230769231,0.0,0.4464746251693841,0.07994814174589455,0.5714285714285714,0.277511961722488,0.19789615978212982,-16.0,156.0,Medium
1983,2025-08-13,LAX,2025-08-13 16:50:00+00:00,2025-08-13 19:21:00+00:00,2025-08-13 16:48:00+00:00,2025-08-13 19:03:00+00:00,179,B737-900,67.0,92,56,False,-2.0,-18.0,0,0,0.835820895522388,183,3,8,1.0223463687150838,0.060109289617486336,0.3300970873786408,88,0.01773049645390071,0.04245283018867925,0.2226890756302521,0.375,0.002730600732161076,0.1160714285714286,0.417910447761194,0.33269230769230773,0.42857142857142855,0.5193672354683768,0.42770071458596043,0.3300970873786408,0.4066985645933014,0.20951946462216073,-25.0,129.0,Medium
1710,2025-08-15,SMF,2025-08-15 19:59:00+00:00,2025-08-15 22:32:00+00:00,2025-08-16 00:23:00+00:00,2025-08-16 02:26:00+00:00,179,B737-900,-57.5,52,56,True,264.0,234.0,1,0,0.0,98,0,2,0.547486033519553,0.02040816326530612,0.7123287671232876,118,0.3321513002364066,0.33962264150943394,0.2226890756302521,0.0,0.001530336674068295,0.1160714285714286,0.0,0.16923076923076924,0.0,0.25782768817355284,0.14521193092621662,0.7123287671232876,0.5502392344497608,0.3654730178444807,-109.5,5.0,Difficult
